video_url,user_url,username,title,view_num,created_at,shortdesc,collected_at
/watch?v=Tl9R0_8F8fc&pp=ygULYWZnaGFuaXN0YW4%3D,/@NaaAnveshana,Naa Anveshana,Kabul City Beautiful Places | Afghanistan telugu vlog,557K,1 year,"kabul, this is kabul city in 4k, kabul city tour, kabul city, afg ansar, happy afghanistan, beautiful kabul city, kabul city 2022, kabul ...",2024-01-29 00:51:42.337706
